stressor,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Water Consumption Blue - Livestock - nondairy cattle,13904.8740094,13992.704654700003,14032.780462699999,13919.729744800003,14031.915464699998,14124.442230199997,14125.988841800003,14338.372752900003,14478.059871800004,14801.574621099999,15120.080058599999,15406.917724100002,15637.321908400001,15735.800794799996,15836.742811799999,15856.6293838,15856.6293838,17172.156885065855,17482.46183420926
Water Consumption Blue - Livestock - pigs,2621.846103400001,2598.1444825999997,2581.883373299999,2595.0811329000007,2636.6394079999995,2653.8836141,2651.8059146999994,2677.9441781,2705.9966879,2704.0275630999995,2738.9231203000004,2802.0141549,2847.3441004000006,2863.1150011,2915.1446770000007,3012.907629099999,3012.907629099999,3418.2743701769314,3623.6636742654823
Water Consumption Blue - Livestock - sheep,1576.0089046,1545.1269089000002,1532.9705996000002,1540.5537148,1551.4955859000002,1553.9976219999999,1527.5897191000001,1521.8317733,1542.3360016,1595.7363795,1653.0267998,1671.6257679999999,1683.3903529000002,1669.3395980999999,1655.2152565999997,1673.7496363000002,1673.7496363000002,1798.771553588226,1932.5109734483985
Water Consumption Blue - Livestock - goats,729.1312918,740.200607,754.3388646,779.3333114000001,798.3486409999999,816.2081816000001,838.0574167000002,861.2724217,889.5828871,929.3678546000001,974.7583236,985.2225180999999,1008.7611525,1027.9430514,1043.3154191,1068.5961143000002,1068.5961143000002,1131.7043396261745,1222.8748740591093
Water Consumption Blue - Livestock - buffaloes,1737.7472296,1749.1655773000002,1745.5592983,1761.3263064,1778.9520098,1799.4224052000002,1823.2278752999998,1852.1711919999998,1882.8623353999997,1910.178505,1942.7083756,1982.1582452999999,2019.9443026000001,2054.2150094999997,2087.5551606000004,2116.7955721,2116.7955721,2086.7027801208633,2120.1228974948776
Water Consumption Blue - Livestock - camels,269.0145271,267.871781,269.7296602,275.0517004,284.2963412,288.6048785,294.9640347,299.7197522,306.66119729999997,318.920468,318.0962718,319.50528690000004,337.0373172999999,358.7648619000001,348.7331272,358.3563441,358.3563441,413.6716332139796,498.64916371997936
Water Consumption Blue - Livestock - horses,440.01687569999996,436.9200921,428.21361870000004,426.1627131999999,426.0262537000001,425.1567785000001,426.57601839999995,421.81403800000004,427.76183280000004,433.0047323000001,439.46136450000006,442.26996970000005,444.5895945,444.50263809999996,446.00990840000003,445.14015239999986,445.14015239999986,482.39326750853087,505.6924784576976
Water Consumption Blue - Livestock - chicken,698.8103464,729.3786153,763.4383684999999,709.0790457999999,738.5492362,775.3146957,807.4521579999999,854.9285531,867.2677247999999,900.1043095000003,925.8177663999999,945.6565975000001,988.3600917000001,1019.0298339999999,1071.1239683,1090.7356301000002,1090.7356301000002,1166.696854503954,1126.6985893722206
Water Consumption Blue - Livestock - turkeys,41.804710099999994,43.9224824,43.921153199999985,43.96129980000001,43.23031029999999,43.3738351,44.32894730000002,43.449249200000004,43.98325290000002,44.002916500000005,42.60655220000002,42.79250640000001,44.2034011,45.171535299999995,43.5303302,43.535560800000006,43.535560800000006,44.14816915235127,45.23496071918673
Water Consumption Blue - Livestock - ducks,132.5153678,142.46393830000002,156.9484097,133.62726190000004,144.8418666,156.45271670000002,162.80967700000005,174.92910500000002,169.2550437,174.96726730000006,180.32985550000004,183.0479763,177.78459419999996,190.21708910000007,192.90982819999996,203.71245299999995,203.71245299999995,216.08575090997076,196.72077888215327
Water Consumption Blue - Livestock - geese,42.7635899,39.72943399999999,44.3674733,37.973809900000006,39.377687300000005,42.01764499999999,42.853285899999996,47.79559240000001,46.5257849,53.38204960000001,56.249743099999996,58.6237843,50.045168399999994,60.70421550000001,63.0716123,65.0940994,65.0940994,71.48727894070053,67.34466449258132
Water Consumption Blue - Manufacturing - Products of meat cattle,76.70299441812071,64.58013932357669,92.11346604707582,67.90493999504514,66.51075846946394,93.77051305574682,75.89616782139038,96.258967821253,63.142858358705375,92.40257529651412,57.76407601890445,64.05641786416318,78.4198988693446,152.9495287176236,106.38286244733425,74.06678630843167,57.575136931273306,64.08820766947812,68.0567696498447
Water Consumption Blue - Manufacturing - Products of meat pigs,119.63065880226453,122.88897671833581,128.52925015133107,162.9210094085316,167.07760983100485,224.3451549420135,242.77769532880467,204.4827066484013,221.07042308781402,322.97591841980835,308.8083108138223,396.2711992757129,291.68257397003913,398.6510223853683,309.93418791989956,218.5660503868533,56.01021780532756,60.59067952323735,62.70943436361076
Water Consumption Blue - Manufacturing - Products of meat poultry,49.45084129820153,58.726914384778425,57.59395876131072,53.25695549372049,54.612310805891184,79.28727916806801,112.88609006718184,86.92830516483257,82.54731950349581,134.73733058945353,110.60140962564824,103.67030580592936,97.24812136932653,106.38463446016233,125.11997650405236,97.58608001934516,57.8330205966589,63.317436159953466,60.95020443457892
Water Consumption Blue - Manufacturing - Meat products nec,32.48564379886273,46.28428430385215,42.57584179977483,29.243723831033932,23.169695584095848,26.42202428707773,39.93604306816852,15.344619583003894,41.16912075490367,33.69948375084253,38.60426349111603,48.52482724958183,28.233898629066452,28.0831187654669,36.32884431213816,20.217711007492436,39.79136104177597,44.52342854599443,48.11730215538531
Water Consumption Blue - Manufacturing - products of Vegetable oils and fats,543.0855126351162,553.4769322060112,541.5649887458695,534.6191967595655,601.3275926856666,864.4859845828895,1030.9826085692002,859.6034747938083,1074.5440649014522,1380.719130022741,1282.8895238455955,1767.3144858525352,1633.7739354399444,1537.3845821930227,1725.2908547895886,1318.5790398756683,366.5909723532275,374.8325576231752,361.40818440703276
Water Consumption Blue - Manufacturing - Dairy products,413.56081362060644,318.660732026799,441.220748801622,453.6340746445613,500.086252232522,656.5341234336067,538.5545639603544,535.0151509626261,555.1119183631783,585.7910557249961,575.4621979321894,738.4140679658394,859.9368686988909,1361.0745111360259,1047.769425326249,695.1073623179506,207.4083179318451,225.13995980203833,231.9499461889889
Water Consumption Blue - Manufacturing - Processed rice,96.10121016492002,215.55195000052922,73.64179352062796,53.47050674651992,65.29561569598158,87.78404644897365,155.45665451409374,55.15855548750166,86.57154528336224,66.01937585208003,117.87935516703126,81.51767982812704,508.50202448360284,37.518997108639695,42.66494364634208,380.31698274759736,44.24100847067407,49.669809838909146,53.78485390585986
Water Consumption Blue - Manufacturing - Sugar,627.9038017599164,541.4152533879729,693.0919406452069,514.3483639176153,533.4665899036454,727.481018008606,679.5732719539064,761.2884868051254,337.3500228768179,358.7683092779191,622.1368603098297,716.4723272971124,500.1717707439062,423.4906943216254,527.6740039172236,502.2088876629929,186.87511874606787,206.0408735937847,196.56158395962356
Water Consumption Blue - Manufacturing - Food products nec,1965.3731449118231,1949.837921639227,1781.9975052543034,1939.4722050869307,1784.1896007592927,2276.324217249896,2362.2502592606666,2752.985456684323,3008.65391582117,2702.559646370955,3079.160356718748,2651.8154257647834,2914.952159726216,3043.652476328877,3141.1455823649403,2547.6646858900613,983.0525744234699,1097.6587065414087,1075.0855126140475
Water Consumption Blue - Manufacturing - Beverages,48.35050575894159,48.75549626174483,53.460649059871415,57.79656737060408,50.34336602472904,71.42496180452221,68.24745196336823,59.746882676695904,72.42740279645747,56.07238647014802,79.88859104973974,62.16155409470626,60.357112608740486,74.12890729082494,91.62696535044915,60.13314403380536,183.41449147689855,206.33107233080614,229.00923847662744
Water Consumption Blue - Manufacturing - Fish products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.999034119902,5333.18465939904,6325.457137184035,6647.4712895556895
Water Consumption Blue - Manufacturing - Tobacco products (16),2.9000427082301714,3.577687429735523,2.365313106239432,1.4241413506018175,6.075975552631967,16.317405806544933,14.553182720472135,6.385259801022403,24.406347961708935,4.016061476917606,4.659376099900459,3.9580656687739437,11.009583716166931,2.765086724821278,1.427517900432421,3.025993061579839,2.497805525384564,2.95393709642674,2.9634987778457775
Water Consumption Blue - Manufacturing - Textiles (17),953.060339186086,1116.706090536657,1163.7290664778961,697.3489992033226,711.6257995678689,1185.7223747906266,1610.509265700397,1464.9106775472492,1442.0185787870585,1380.146751099992,1827.7449637517632,1800.6398241067347,1298.9994729178088,905.2817222232819,938.4867714747057,931.7752096865775,2334.995966053142,2720.298667568771,2853.1596983478835
Water Consumption Blue - Manufacturing - Wearing apparel; furs (18),701.9721103206214,590.0760179791577,499.4197130387179,837.0847353828242,839.0996007008753,824.212494109696,814.7840458317842,1256.800601489978,1090.8021344551491,1355.5626491468654,1420.9399031944527,1614.1039013070988,2195.3540288323056,2550.627786738629,2326.6047884228933,2429.172823521476,780.1159437724689,842.2952891968944,832.1118095240123
Water Consumption Blue - Manufacturing - Leather and leather products (19),355.5498069663522,292.11566101920914,336.65725490905487,447.2149637266907,431.9672389026649,685.7392781008745,393.00379642586023,158.4475717572795,422.38655730125726,315.9346675329029,190.58867501510235,250.2350065228371,380.3171212380794,523.4023515338093,725.9352442351345,849.7857109970911,1095.422065547213,1265.674935881335,1206.562880932227
Water Consumption Blue - Manufacturing - Pulp,1338.3110581355616,1151.6223377727479,1457.379237040298,972.2084716965969,1068.7177082344303,1499.6760207272964,1474.5927533618265,1229.9840273508835,1383.7816682340183,889.7089261510462,1295.5264734534144,996.8071057591435,2872.6327111587616,3799.932934893727,1640.2898382662174,1286.6830832290434,1177.4435471197448,1147.0335535114991,1115.0302647936094
"Water Consumption Blue - Manufacturing - Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water Consumption Blue - Manufacturing - Paper and paper products,1565.8726125729015,1702.055295412688,1543.6894382942583,1307.3781379761995,1500.253380960853,1768.5024736233374,1754.736601544741,1842.2648473702766,1650.1107808784307,1860.4142268255414,2459.210745740055,2836.7098531623237,2676.507526797797,2314.5354409369866,2570.950169337884,2927.389180240605,3544.208312943258,4022.1464082907282,4038.0073194953893
Water Consumption Blue - Manufacturing - Printed matter and recorded media (22),274.8508742376548,220.69372288361703,215.53542669223168,204.75866133718537,244.27574905636638,193.0322280766565,257.7954246841085,329.30491914205044,268.73661901140997,389.8045633666245,426.0947429927748,382.5863683844506,288.57671839110094,235.0667380917682,367.1958113556642,502.228428151223,296.2953309603071,332.8601500410031,344.76640493790325
"Water Consumption Blue - Manufacturing - Plastics, basic",1386.8920236999406,1421.427956745185,970.7122794554145,1975.0780541730203,1910.715456424141,3234.5716164499563,3870.2789592296804,4112.958209973695,1589.908931596984,2048.923056744443,5650.678859232208,1880.6920109428108,810.107397917633,3192.719569576756,8694.913807298315,8024.216870507899,10620.464940057182,13349.424368040744,14652.665413446639
"Water Consumption Blue - Manufacturing - Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water Consumption Blue - Manufacturing - N-fertiliser,2689.325970472051,2644.0991616554347,3112.999103242152,2188.195609411968,2186.845120293311,1886.6397226826318,2255.697944228296,2272.746194434552,2113.108668322852,1615.4320111478817,3792.1495263258025,7023.294328774369,8836.778754389887,2098.159578056184,1470.8514471527003,2343.654573440863,2480.159262209324,2621.494274365947,2286.334193486942
Water Consumption Blue - Manufacturing - P- and other fertiliser,1700.7107915804434,942.335161775657,1101.7550528697507,1189.8588737045359,1039.8611974276696,1108.4770599021338,856.2038494179677,1911.5766317574523,1059.1804275762179,1093.9220159512338,1047.8578699065768,2619.9694990417056,2315.51083451038,923.247079262376,648.8461895049126,957.3758061265044,2269.426095365966,2436.0795337266377,2106.741580850841
Water Consumption Blue - Manufacturing - Chemicals nec,1478.7018958310987,2312.095434376197,1893.5530329721462,1705.7768772291222,1577.967847363871,2194.4365883184482,2377.259338401451,1633.648792127169,4274.196300450307,3489.1886965306467,2873.8746389242137,2148.1241445048404,2947.8554205562855,2161.746395761401,3399.7138475230695,4468.038734902975,2396.8076932733816,2736.9425632129355,2715.084611243887
Water Consumption Blue - Manufacturing - Rubber and plastic products (25),142.20362899800577,643.0609908095178,392.8766986132548,365.9205040529334,551.197673008439,282.73368494639647,210.3501034752878,464.50537605878543,438.7816012200975,1097.5651141604037,1030.630445870795,946.4288294316679,1100.8588984260516,3471.5281022811173,2555.2721853602034,1089.0216261996318,508.92790916810236,563.1888566343604,567.0100362988156
Water Consumption Blue - Manufacturing - Glass and glass products,133.98685458529525,153.0391358037995,170.70857108976915,163.86383519526584,145.15709701668936,122.39846440047491,292.79082436655654,238.768740850886,355.345266653972,169.42483036629105,315.15712747343554,222.76497576754872,259.8014854298242,243.44672185370703,278.10411392039026,219.193019408901,105.31069195525559,118.37047824273009,119.07434541207147
"Water Consumption Blue - Manufacturing - Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water Consumption Blue - Manufacturing - Ceramic goods,212.2299667483807,123.27116756849212,110.77386143996745,131.01980802496934,127.28788277378037,183.90855419595496,119.49405635504631,113.86200397739755,194.31828790392615,128.79655283664115,232.74595038574293,324.9533783050286,123.88803410635715,184.0922089663853,199.9253904970377,116.26398899333071,63.95398278174237,66.04734646442508,66.28856594470342
"Water Consumption Blue - Manufacturing - Bricks, tiles and construction products, in baked clay",405.0425159380723,488.5514901476005,283.0948591388,267.9837736615951,275.31979485984994,361.7564976811058,300.0762561112221,218.4039584480927,210.84191299062388,242.88588625059782,315.60587011703115,418.69936037703036,264.12366910149655,433.9745281660633,301.1265612335019,836.4885778103562,202.3206422527881,250.58557247530064,210.10444271613886
"Water Consumption Blue - Manufacturing - Cement, lime and plaster",293.2432959673299,276.7492713406014,315.64016484174317,390.366484101308,308.053314815962,552.1538056582632,376.0903345761199,565.0332254296839,613.5648234454573,622.6340915062183,770.7412964931634,924.406976959976,1163.6772501584107,944.1449178018862,844.0928635917169,817.9385036663567,1698.7942618254635,2149.4075527526747,2082.841765539059
"Water Consumption Blue - Manufacturing - Ash for treatment, Re-processing of ash into clinker",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water Consumption Blue - Manufacturing - Other non-metallic mineral products,196.5244295817468,185.27624357058295,330.6093082812778,211.75058612748373,294.6640565929109,415.7595825347873,554.1831782171957,594.9070295765315,320.3459941160741,691.7241845099753,433.57933645259067,362.88232156723194,606.5689645966308,636.9498973695845,565.8309859189919,521.861403065284,530.5328247108214,636.7517360372827,750.5751248409135
Water Consumption Blue - Manufacturing - Basic iron and steel and of ferro-alloys and first products thereof,6103.340392859724,5680.9286987459245,5824.997547408692,6181.6163848111955,5459.387776912422,8169.0433629774,9072.729693053425,9221.827248056507,9383.216120146679,9379.82703840554,14114.601980500542,14393.711748182182,13903.7280632103,11452.218084420143,17187.908977774077,18892.093578043092,18903.003796970108,21886.01094727425,22016.806175164584
"Water Consumption Blue - Manufacturing - Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water Consumption Blue - Manufacturing - Precious metals,0.14760983448841167,0.317959755984212,0.16669240269650248,0.12033818790034835,0.08910033486862477,0.1766341518935102,0.1443831651149284,0.2599965569946815,0.07352543329448716,0.16939451343011086,0.3299925569661652,0.13876330260925174,0.7221640500902083,0.7704589198459624,0.11874402527418954,0.09327441783244483,0.3079468703097855,0.3671049758629368,0.37147866728870516
"Water Consumption Blue - Manufacturing - Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water Consumption Blue - Manufacturing - Aluminium and aluminium products,141.04017605447163,229.06918341749744,245.69858458033093,95.7661109506839,193.57232964074592,174.87724153978476,136.31406926104387,224.59669897685006,613.89154938711,1122.0567444625588,235.6746182410502,284.5815447706212,1511.8199191970791,715.2480489993618,251.80643915314556,317.2544516424375,387.7913898787495,422.2675444874153,410.6063272464056
"Water Consumption Blue - Manufacturing - Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Water Consumption Blue - Manufacturing - Lead, zinc and tin and products thereof",77.52629530241272,405.7489006718381,150.93495052120022,96.05222269951702,187.1318364132115,246.59823975499947,166.72193018208412,133.03837434832312,122.88606379037039,316.81796992141614,141.04026007271847,324.8595217296198,462.79322522920467,1690.2620286017932,431.98724081459017,436.0872407463986,280.38494686585096,303.37604285582245,314.6534263105902
"Water Consumption Blue - Manufacturing - Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water Consumption Blue - Manufacturing - Copper products,88.85839752411808,204.29275947196126,80.32210882879254,56.59057069387244,104.60962625723744,136.4051104946119,71.32809064320547,118.55859812341538,96.54073595804587,159.18078229981032,96.9076737958066,138.6271856633455,564.003583693925,457.0119830890338,154.29849305226458,199.7581984457381,264.0219815205463,295.21380613993824,291.493660915423
"Water Consumption Blue - Manufacturing - Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water Consumption Blue - Manufacturing - Other non-ferrous metal products,56.374481342788734,11.988269821050261,8.74058659120821,6.935318924039634,6.372404860069682,31.873499087504104,28.001086843871136,5.974218607454106,125.12350195905746,10.913419917459333,71.3901813062035,184.9872599002408,43.72608703459667,19.008759814945076,18.707202612443485,21.354428185555665,48.57828777679711,63.74564187347224,70.85419562900867
"Water Consumption Blue - Manufacturing - Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Water Consumption Blue - Manufacturing - Fabricated metal products, except machinery and equipment (28)",1777.7676644061917,1851.7383837529967,1583.01891313942,1695.3794758510508,1687.0455908836057,2789.3927592068767,2788.5974094392036,2308.0389617011383,3001.836405405516,1510.3309895607558,2667.401031582351,3576.6299404005244,5225.822303026588,2519.2797583190104,4264.244207583048,6013.468635750012,5720.323463827655,6407.833831054105,6516.682510276323
Water Consumption Blue - Manufacturing - Machinery and equipment n.e.c. (29),1769.8511301995698,1364.43010016605,1425.2139967754777,1393.6599395690312,1145.4531152891063,1983.6610987136685,1910.9363145510292,2092.0565297738995,1805.0725741721037,1762.8514094926322,2929.5456124731313,4046.4982768282352,3214.221002830875,2093.935181716027,3576.9641898289783,5080.370694829346,5076.130089913106,5745.9493893754825,6306.3793869153715
Water Consumption Blue - Manufacturing - Office machinery and computers (30),77.56558151677766,84.57511693835428,173.92797762299594,103.862826737151,84.00202210004699,107.18608936497654,136.05758348109208,175.2391894921135,263.053042727792,185.2498605754561,350.7163929983174,125.02990538367285,201.1943482575179,431.63989595046667,137.58876427634064,226.57559508772928,141.84619399536925,167.55662811107408,173.40665030033455
Water Consumption Blue - Manufacturing - Electrical machinery and apparatus n.e.c. (31),854.0095923514057,666.9489408952769,720.1300414778448,779.636854540713,508.12096476945226,941.9926691889362,1006.2178703579489,1045.3282450695544,1204.4109000984158,1075.6716398957,2410.5069799770163,1907.6309270348156,1624.1192453854167,1356.1275958597785,1730.219310502247,1604.0555882705287,1506.3434074880524,1621.4257249755708,1576.3391962708824
"Water Consumption Blue - Manufacturing - Radio, television and communication equipment and apparatus (32)",232.91398046823878,246.6386400735252,331.6932800067032,250.90537697672073,261.2202400118748,359.3952985912988,415.8536831275229,496.6690086292315,702.4708818804745,542.3164732028533,1645.639339213638,561.3115324300245,508.4648840362615,521.5464777566876,536.1518708578501,778.0834913399797,1136.9971969324542,1429.8817081573354,1523.3868716542422
"Water Consumption Blue - Manufacturing - Medical, precision and optical instruments, watches and clocks (33)",214.5924640154234,241.93820693556256,265.32135706686717,216.56516095974595,183.36994283177575,282.96538389362746,440.7545249413019,474.2358864846764,678.8522090529964,397.4474362639907,637.0354302623433,329.15331353046173,282.9081434439415,438.6466876434359,565.559644112885,530.6043484504419,673.4574515137042,834.0933349975483,902.2470873161637
"Water Consumption Blue - Manufacturing - Motor vehicles, trailers and semi-trailers (34)",31.95827345330222,41.42610678318498,26.11231017671751,21.266992730487463,55.49231938591839,75.71741807652081,95.5380956520975,36.97340892710284,31.0286687556107,310.76053304043955,40.02133027877767,39.25806453057765,127.09779076697625,119.96538222935978,53.273171806102056,108.76400674224995,104.78948967570184,115.30888972483247,112.19228078832185
Water Consumption Blue - Manufacturing - Other transport equipment (35),12.204099148872457,12.348220803027592,10.452643468459959,8.73259032840296,34.93905497489987,59.97172696595891,85.72775034011869,11.710160566086644,21.88278185164228,290.47692068624025,12.934003868395564,15.205747326955075,45.53398615251181,67.11995047663868,19.176517518536926,24.155032631457406,34.42697984730759,36.75807762095189,39.14147033566817
Water Consumption Blue - Manufacturing - Furniture; other manufactured goods n.e.c. (36),854.1033515017571,824.5659331195039,1019.1710452177373,1061.8310817023173,1423.3497408894732,1056.5127108233241,1555.3840945789534,1833.2886111513544,1312.3631025092163,2786.6450907672765,1225.0564897118622,1868.0489305245585,2248.383638349843,4323.955381509416,2718.5970348810893,1905.434085452122,2457.291160396648,2834.0974282898815,3090.295300175502
Water Consumption Blue - Electricity - tower - Electricity by coal,5577.866153138146,5683.333595327143,5809.152530481095,5927.653286690503,5995.107869522426,6478.204331159351,6550.054091994128,6734.071590745585,7325.641373582283,7629.34952492595,7971.474640462138,8325.62585442632,8702.660145580803,8743.31737839934,8525.52220652974,8453.245274226656,8466.79039296534,8791.899054264733,8332.490675150979
Water Consumption Blue - Electricity - tower - Electricity by gas,969.0829225266881,983.6127710041591,997.9654544362911,998.153523751403,1044.257778059224,1080.987031045052,1125.1112644382592,1178.5830877757728,1215.563647957311,1278.6689719298759,1308.188900204757,1342.025610785725,1424.975606649954,1411.0408754677972,1388.27993198094,1425.9911042461301,1431.2148544211632,1546.5119487105221,1537.4433312876401
Water Consumption Blue - Electricity - tower - Electricity by nuclear,1450.54799630253,1470.2006672904204,1406.91480149816,1454.3106601979398,1535.9367993134601,1605.57827629046,1627.63840938783,1611.1291276419602,1564.59723197527,1605.51029875844,1558.93119272078,1546.0091545907198,1518.06877581779,1493.3897537171001,1462.21706254642,1451.58292308395,1430.6690801256002,1466.3938644166303,1235.8719666590098
Water Consumption Blue - Electricity - tower - Electricity by hydro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water Consumption Blue - Electricity - tower - Electricity by wind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water Consumption Blue - Electricity - tower - Electricity by petroleum and other oil derivatives,177.49726543615708,181.00217012794155,186.41509852305447,192.6058631142049,181.84198465034498,173.19342887796802,168.10815831632368,153.46969433738204,134.52836787472538,142.10971104123354,136.0187728869528,109.75473418707523,100.59919126650036,85.88472640103203,90.1965749863324,73.2588461781235,69.72260825029839,72.5934782152613,69.24488018167538
Water Consumption Blue - Electricity - tower - Electricity by biomass and waste,184.269196554934,188.9461140608655,184.0203750575713,179.06601394954248,172.37344174192293,182.49686156564616,186.6856698260938,194.88987529910685,214.2956806440784,214.99980050582525,208.48881510641897,211.976143610061,222.88818174454047,218.2659677719161,217.53609740159627,228.14218998118005,234.50961518246052,251.9017667077733,241.67065627535106
Water Consumption Blue - Electricity - tower - Electricity by solar photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water Consumption Blue - Electricity - tower - Electricity by solar thermal,0.233537753387,0.25047617976,0.245545188946,0.2439108749,0.142769729933,0.142734059975,0.156911559643,0.152094526054,0.142147110357,0.151969298801,0.150425461591,0.134991284984,0.17313382378193,0.2243970488376,0.28402750369490004,0.89431556103,1.310487850721,1.18171573965,1.685629847642
"Water Consumption Blue - Electricity - tower - Electricity by tide, wave, ocean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water Consumption Blue - Electricity - tower - Electricity by Geothermal,60.705183431005494,83.51317451604781,81.50813897619601,85.32608969157401,90.02375988817951,92.05142970527257,89.09786145153271,90.7104241274826,94.3177261712562,94.98919668674999,92.305932126704,92.7607880646584,98.612041252243,95.57462140090001,95.363553090612,92.02212330020701,90.919737783456,100.599309182581,96.492481033115
Water Consumption Blue - Electricity - tower - Electricity nec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water Consumption Blue - Electricity - once-through - Electricity by coal,2148.8399001707485,2164.475492122231,2153.066931143495,2148.7763112995026,2111.528073994233,2184.236274993254,2143.371284595816,2200.21997050764,2086.424678387746,2055.5638354174985,2070.4458271040203,2119.814832615777,2235.5989284263046,2213.8513630502807,2148.711224112513,2122.522049275954,2131.09409950035,2278.521484013823,2173.5509769742735
Water Consumption Blue - Electricity - once-through - Electricity by gas,706.8988437477359,726.4535779431487,760.7637494836697,789.8640411788888,816.6162651588734,848.826663772697,907.0240496745165,948.7959761566642,1007.5701293105064,1071.4144498280505,1124.3755141936738,1163.7776439012869,1225.2029028979764,1293.5991963518688,1257.9991232707052,1298.691218015943,1282.0937273868528,1352.2972488718572,1281.8009170858516
Water Consumption Blue - Electricity - once-through - Electricity by nuclear,834.2494336986699,834.41664455101,801.59181352086,789.44463823692,788.5796398088501,781.48528034041,807.5846807601499,796.57353021854,787.28603034251,819.48267340032,775.8880282637999,791.4439291222402,793.2812342547602,788.65257936426,786.1380638800399,748.7337175707601,745.3230774280601,772.2824061672999,717.2439086296299
Water Consumption Blue - Electricity - once-through - Electricity by hydro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water Consumption Blue - Electricity - once-through - Electricity by wind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water Consumption Blue - Electricity - once-through - Electricity by petroleum and other oil derivatives,342.9464270895462,398.4496948208712,392.97085321472713,400.9561137368209,371.1498593682028,358.3135944499854,351.66558717694664,341.29738880844366,321.9704113880799,318.4173532185626,326.0035435153558,336.6200117802846,347.5704340810887,353.2848132558692,351.45323999173405,334.2904450189874,343.7024586915898,470.09390166761193,437.8389778673677
Water Consumption Blue - Electricity - once-through - Electricity by biomass and waste,11.684898573467818,10.961462153516582,12.115457916248229,12.69930756955403,12.088018672101688,12.970143769994229,12.07417282067199,12.42398321647761,12.643349340091412,13.9003544788981,14.6991282690334,13.540255005808898,15.5518540936668,15.612986004220998,14.6034933658846,14.7025773634741,16.701019227233196,16.4657436010218,16.0023417675374
Water Consumption Blue - Electricity - once-through - Electricity by solar photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
